매핑된_작물,꿀벌 연관 여부,원재료
미분류,미분류,슈퍼소프트-엠
미분류,미분류,에스텔(유화제)
미분류,미분류,d.소르비톨액
미분류,미분류,폴리솔베이트60
미분류,미분류,삼원설탕
미분류,미분류,서탕
미분류,미분류,호박분말가루
미분류,미분류,인공호박향
미분류,미분류,gamma-헵타락톤
미분류,미분류,호박향키베이스
미분류,미분류,methional(메치오날)
미분류,미분류,합성착향료(ethylvanillinpropyleneglycolacetal)
미분류,미분류,시스-6-노네놀
미분류,미분류,매실향b
미분류,미분류,노나놀
미분류,미분류,합성향료((z
미분류,미분류,z)-3
미분류,미분류,6-트리메틸-2-싸이클로헥센-1
미분류,미분류,시스-6-노나디에놀
미분류,미분류,호박향베이스
미분류,미분류,호박향베이스dj-2694
미분류,미분류,호박향베이스디제이
미분류,미분류,호박향엠에프-050863
미분류,미분류,부티로락톤
미분류,미분류,호박향베이스-b
미분류,미분류,tetrahydro
미분류,미분류,합성향료(hexanaldiethylacetal)
미분류,미분류,스위트포테이토후레바
미분류,미분류,2-메틸테트라하이드로퓨란-3-원
미분류,미분류,합성착향료(benzylisobutyrate)
미분류,미분류,푸라네올(fleureol)
미분류,미분류,에틸이소부틸레이트(ethylisobutyrate)
미분류,미분류,헥실부틸레이트(hexylbutyrate)
미분류,미분류,레블레닉엑시드
미분류,미분류,설퓨릴카프릴레이트
미분류,미분류,합성착향료(epsilon-dodecalactone)
미분류,미분류,essentialoiloforange
미분류,미분류,acetin
미분류,미분류,호박향베이스#1
미분류,미분류,밤향베이스#1
미분류,미분류,꿀향베이스#1
미분류,미분류,발효오가피
미분류,미분류,말랭이
미분류,미분류,생도라지
미분류,미분류,염장까나리발효액
미분류,미분류,염장멸치발효액
미분류,미분류,호스래디쉬
미분류,미분류,복합식물추출물
미분류,미분류,소듐카제네이트
미분류,미분류,달팽이추출분말
미분류,미분류,마골분
미분류,미분류,산성피로인산염
미분류,미분류,캠시컴시즈닝분말
미분류,미분류,파라옥시안식향신에텔
미분류,미분류,칠리오일
미분류,미분류,복합해물베이스
미분류,미분류,민트조미분말
미분류,미분류,올스파이스아롬
미분류,미분류,조미액베이스#34
미분류,미분류,비타민ᄊ
미분류,미분류,조밌즈닝
미분류,미분류,요리엿
미분류,미분류,퍼가씨즈닝
미분류,미분류,타이쓰리라차칠리소스
미분류,미분류,쓰리라차칠리소스
미분류,미분류,조미베이스-에이취
미분류,미분류,가쯔오부다시액
미분류,미분류,수프후레이버
미분류,미분류,한독식물혼합추출물분말투
미분류,미분류,트리블러스
미분류,미분류,대두미강발효분말
미분류,미분류,해삼추출물분말
미분류,미분류,드
미분류,미분류,가시연꽃추출물
미분류,미분류,굴농축베이스
미분류,미분류,인헨스미트후레바엑기스
미분류,미분류,호이신소스
미분류,미분류,인절미맛씨즈닝
미분류,미분류,호장근어린줄기
미분류,미분류,좀깨잎나무줄기
미분류,미분류,호장탕농축액
미분류,미분류,동결건조아보카도분말
미분류,미분류,한련초분말
아몬드,꿀벌 수분 연관,쌀아몬드강정
미분류,미분류,대잎강정
미분류,미분류,대잎다식
미분류,미분류,단호박다식
미분류,미분류,백년초다식
미분류,미분류,5-리보큐클레오티드이나트륨
미분류,미분류,hopflavor10806700
미분류,미분류,hopflavor10806700&lt
미분류,미분류,염산퀴넨
레몬,꿀벌 수분 연관,절임레몬
미분류,미분류,배채
미분류,미분류,절임생강
미분류,미분류,비퓨레
미분류,미분류,합성착향료(밀맥주향)
미분류,미분류,호프오일
미분류,미분류,rumflavor11809400
미분류,미분류,배농축가루
미분류,미분류,가다랑어훈제품
미분류,미분류,가라당어훈제품
미분류,미분류,물치다랑어훈제품
미분류,미분류,ai소스
미분류,미분류,소고기잡육
미분류,미분류,흰팥고물
미분류,미분류,잣고물
미분류,미분류,두텁고물
미분류,미분류,대추고
미분류,미분류,식품성경화유
미분류,미분류,페퍼로얄-y
미분류,미분류,혼합군고구마베이스오일yw-1308
미분류,미분류,혼합누룽지베이스오일yw-1131
미분류,미분류,초산-4-메틸-5치아조릴에탄올
미분류,미분류,초산보르닐
미분류,미분류,가츠오다시
미분류,미분류,굴국밥엑기스
미분류,미분류,페파스파이스베이스
미분류,미분류,건조다시마추출액
미분류,미분류,bs-2
미분류,미분류,eliane100
미분류,미분류,밀튀밥
미분류,미분류,찐쌀튀밥
미분류,미분류,고구마분말향
미분류,미분류,혼합곡물베이스
미분류,미분류,슈퍼콘
미분류,미분류,볶음찹쌀가루
미분류,미분류,특허종균bacillussubtillischungkook
미분류,미분류,열대혼합과일농축액
미분류,미분류,혼합과일분말
오렌지,꿀벌 수분 연관,오렌지정유
미분류,미분류,메틸베타-나프틸
